asset_id,timestamp,value,,,,,,,
20,5/21/2021 22:24,4,,,,,,,
7,5/21/2021 22:48,4,,,,,,,
21,5/21/2021 23:12,1,,,,,,,
40,5/21/2021 23:36,3,,,,,,,
3,5/22/2021 0:00,4,,,,,,,
34,5/22/2021 0:24,2,,,,,,,
40,5/22/2021 0:48,4,,,,,,,
39,5/22/2021 1:12,3,,,,,,,
13,5/22/2021 1:36,1,,,,,,,
19,5/22/2021 2:00,4,,,,,,,
8,5/22/2021 2:24,2,,,,,,,
19,5/22/2021 2:48,3,,,,,,,
9,5/22/2021 3:12,1,,,,,,,
30,5/22/2021 3:36,3,,,,,,,
23,5/22/2021 4:00,4,,,,,,,
21,5/22/2021 4:24,1,,,,,,,
16,5/22/2021 4:48,3,,,,,,,
35,5/22/2021 5:12,1,,,,,,,
16,5/22/2021 5:36,2,,,,,,,
20,5/22/2021 6:00,3,,,,,,,
35,5/22/2021 6:24,2,,,,,,,
8,5/22/2021 6:48,2,,,,,,,
3,5/22/2021 7:12,3,,,,,,,
9,5/22/2021 7:36,3,,,,,,,
22,5/22/2021 8:00,4,,,,,,,
2,5/22/2021 8:24,2,,,,,,,
11,5/22/2021 8:48,1,,,,,,,
13,5/22/2021 9:12,2,,,,,,,
26,5/22/2021 9:36,4,,,,,,,
40,5/22/2021 10:00,3,,,,,,,
16,5/22/2021 10:24,1,,,,,,,
16,5/22/2021 10:48,3,,,,,,,
39,5/22/2021 11:12,4,,,,,,,
9,5/22/2021 11:36,4,,,,,,,
30,5/22/2021 12:00,1,,,,,,,
38,5/22/2021 12:24,1,,,,,,,
8,5/22/2021 12:48,3,,,,,,,
38,5/22/2021 13:12,4,,,,,,,
10,5/22/2021 13:36,4,,,,,,,
19,5/22/2021 14:00,1,,,,,,,
21,5/22/2021 14:24,1,,,,,,,
34,5/22/2021 14:48,1,,,,,,,
27,5/22/2021 15:12,3,,,,,,,
8,5/22/2021 15:36,1,,,,,,,
26,5/22/2021 16:00,1,,,,,,,
32,5/22/2021 16:24,4,,,,,,,
13,5/22/2021 16:48,1,,,,,,,
25,5/22/2021 17:12,4,,,,,,,
6,5/22/2021 17:36,2,,,,,,,
26,5/22/2021 18:00,2,,,,,,,
19,5/22/2021 18:24,2,,,,,,,
27,5/22/2021 18:48,3,,,,,,,
18,5/22/2021 19:12,1,,,,,,,
14,5/22/2021 19:36,3,,,,,,,
5,5/22/2021 20:00,2,,,,,,,
2,5/22/2021 20:24,4,,,,,,,
15,5/22/2021 20:48,1,,,,,,,
37,5/22/2021 21:12,1,,,,,,,
1,5/22/2021 21:36,2,,,,,,,
24,5/22/2021 22:00,3,,,,,,,
16,5/22/2021 22:24,2,,,,,,,
27,5/22/2021 22:48,4,,,,,,,
15,5/22/2021 23:12,3,,,,,,,
23,5/22/2021 23:36,3,,,,,,,
15,5/23/2021 0:00,4,,,,,,,
26,5/23/2021 0:24,4,,,,,,,
28,5/23/2021 0:48,3,,,,,,,
10,5/23/2021 1:12,3,,,,,,,
30,5/23/2021 1:36,4,,,,,,,
21,5/23/2021 2:00,2,,,,,,,
20,5/23/2021 2:24,4,,,,,,,
21,5/23/2021 2:48,2,,,,,,,
22,5/23/2021 3:12,3,,,,,,,
39,5/23/2021 3:36,1,,,,,,,
1,5/23/2021 4:00,2,,,,,,,
11,5/23/2021 4:24,4,,,,,,,
19,5/23/2021 4:48,2,,,,,,,
5,5/23/2021 5:12,1,,,,,,,
11,5/23/2021 5:36,3,,,,,,,
33,5/23/2021 6:00,3,,,,,,,
6,5/23/2021 6:24,1,,,,,,,
16,5/23/2021 6:48,4,,,,,,,
29,5/23/2021 7:12,3,,,,,,,
21,5/23/2021 7:36,4,,,,,,,
1,5/23/2021 8:00,2,,,,,,,
21,5/23/2021 8:24,2,,,,,,,
32,5/23/2021 8:48,2,,,,,,,
28,5/23/2021 9:12,3,,,,,,,
15,5/23/2021 9:36,1,,,,,,,
2,5/23/2021 10:00,3,,,,,,,
18,5/23/2021 10:24,2,,,,,,,
21,5/23/2021 10:48,3,,,,,,,
29,5/23/2021 11:12,2,,,,,,,
28,5/23/2021 11:36,2,,,,,,,
17,5/23/2021 12:00,3,,,,,,,
39,5/23/2021 12:24,4,,,,,,,
9,5/23/2021 12:48,2,,,,,,,
34,5/23/2021 13:12,2,,,,,,,
3,5/23/2021 13:36,3,,,,,,,
17,5/23/2021 14:00,3,,,,,,,
4,5/23/2021 14:24,3,,,,,,,
13,5/23/2021 14:48,2,,,,,,,
29,5/23/2021 15:12,4,,,,,,,
3,5/23/2021 15:36,3,,,,,,,
24,5/23/2021 16:00,2,,,,,,,
38,5/23/2021 16:24,3,,,,,,,
13,5/23/2021 16:48,2,,,,,,,
34,5/23/2021 17:12,2,,,,,,,
21,5/23/2021 17:36,3,,,,,,,
5,5/23/2021 18:00,2,,,,,,,
37,5/23/2021 18:24,2,,,,,,,
31,5/23/2021 18:48,2,,,,,,,
37,5/23/2021 19:12,3,,,,,,,
27,5/23/2021 19:36,3,,,,,,,
38,5/23/2021 20:00,2,,,,,,,
34,5/23/2021 20:24,1,,,,,,,
16,5/23/2021 20:48,3,,,,,,,
9,5/23/2021 21:12,3,,,,,,,
40,5/23/2021 21:36,3,,,,,,,
30,5/23/2021 22:00,3,,,,,,,
31,5/23/2021 22:24,2,,,,,,,
37,5/23/2021 22:48,3,,,,,,,
33,5/23/2021 23:12,3,,,,,,,
18,5/23/2021 23:36,4,,,,,,,
36,5/24/2021 0:00,1,,,,,,,
21,5/24/2021 0:24,3,,,,,,,
13,5/24/2021 0:48,2,,,,,,,
29,5/24/2021 1:12,4,,,,,,,
23,5/24/2021 1:36,3,,,,,,,
26,5/24/2021 2:00,1,,,,,,,
7,5/24/2021 2:24,1,,,,,,,
32,5/24/2021 2:48,4,,,,,,,
12,5/24/2021 3:12,1,,,,,,,
20,5/24/2021 3:36,3,,,,,,,
2,5/24/2021 4:00,1,,,,,,,
2,5/24/2021 4:24,4,,,,,,,
3,5/24/2021 4:48,2,,,,,,,
27,5/24/2021 5:12,3,,,,,,,
17,5/24/2021 5:36,3,,,,,,,
12,5/24/2021 6:00,3,,,,,,,
14,5/24/2021 6:24,4,,,,,,,
39,5/24/2021 6:48,3,,,,,,,
20,5/24/2021 7:12,2,,,,,,,
11,5/24/2021 7:36,3,,,,,,,
15,5/24/2021 8:00,1,,,,,,,
9,5/24/2021 8:24,4,,,,,,,
16,5/24/2021 8:48,4,,,,,,,
29,5/24/2021 9:12,4,,,,,,,
26,5/24/2021 9:36,3,,,,,,,
12,5/24/2021 10:00,1,,,,,,,
29,5/24/2021 10:24,1,,,,,,,
37,5/24/2021 10:48,3,,,,,,,
26,5/24/2021 11:12,1,,,,,,,
26,5/24/2021 11:36,3,,,,,,,
8,5/24/2021 12:00,3,,,,,,,
10,5/24/2021 12:24,4,,,,,,,
19,5/24/2021 12:48,1,,,,,,,
19,5/24/2021 13:12,2,,,,,,,
9,5/24/2021 13:36,3,,,,,,,
2,5/24/2021 14:00,4,,,,,,,
23,5/24/2021 14:24,2,,,,,,,
39,5/24/2021 14:48,1,,,,,,,
17,5/24/2021 15:12,2,,,,,,,
31,5/24/2021 15:36,2,,,,,,,
33,5/24/2021 16:00,1,,,,,,,
6,5/24/2021 16:24,1,,,,,,,
22,5/24/2021 16:48,4,,,,,,,
40,5/24/2021 17:12,1,,,,,,,
3,5/24/2021 17:36,1,,,,,,,
10,5/24/2021 18:00,4,,,,,,,
40,5/24/2021 18:24,2,,,,,,,
33,5/24/2021 18:48,2,,,,,,,
19,5/24/2021 19:12,1,,,,,,,
10,5/24/2021 19:36,2,,,,,,,
25,5/24/2021 20:00,4,,,,,,,
7,5/24/2021 20:24,2,,,,,,,
28,5/24/2021 20:48,1,,,,,,,
16,5/24/2021 21:12,1,,,,,,,
13,5/24/2021 21:36,1,,,,,,,
35,5/24/2021 22:00,1,,,,,,,
10,5/24/2021 22:24,2,,,,,,,
15,5/24/2021 22:48,2,,,,,,,
7,5/24/2021 23:12,3,,,,,,,
6,5/24/2021 23:36,3,,,,,,,
29,5/25/2021 0:00,3,,,,,,,
2,5/25/2021 0:24,1,,,,,,,
14,5/25/2021 0:48,1,,,,,,,
9,5/25/2021 1:12,1,,,,,,,
14,5/25/2021 1:36,2,,,,,,,
18,5/25/2021 2:00,3,,,,,,,
28,5/25/2021 2:24,1,,,,,,,
4,5/25/2021 2:48,3,,,,,,,
8,5/25/2021 3:12,4,,,,,,,
7,5/25/2021 3:36,2,,,,,,,
35,5/25/2021 4:00,1,,,,,,,
12,5/25/2021 4:24,3,,,,,,,
30,5/25/2021 4:48,2,,,,,,,
28,5/25/2021 5:12,3,,,,,,,
22,5/25/2021 5:36,1,,,,,,,
26,5/25/2021 6:00,2,,,,,,,
40,5/25/2021 6:24,3,,,,,,,
5,5/25/2021 6:48,1,,,,,,,
12,5/25/2021 7:12,3,,,,,,,
30,5/25/2021 7:36,2,,,,,,,
21,5/25/2021 8:00,1,,,,,,,
24,5/25/2021 8:24,3,,,,,,,
38,5/25/2021 8:48,1,,,,,,,
28,5/25/2021 9:12,1,,,,,,,
14,5/25/2021 9:36,2,,,,,,,
19,5/25/2021 10:00,3,,,,,,,
1,5/25/2021 10:24,4,,,,,,,
3,5/25/2021 10:48,4,,,,,,,
4,5/25/2021 11:12,4,,,,,,,
17,5/25/2021 11:36,2,,,,,,,
39,5/25/2021 12:00,1,,,,,,,
3,5/25/2021 12:24,4,,,,,,,
3,5/25/2021 12:48,2,,,,,,,
21,5/25/2021 13:12,2,,,,,,,
23,5/25/2021 13:36,4,,,,,,,
20,5/25/2021 14:00,2,,,,,,,
2,5/25/2021 14:24,2,,,,,,,
11,5/25/2021 14:48,1,,,,,,,
38,5/25/2021 15:12,4,,,,,,,
40,5/25/2021 15:36,4,,,,,,,
3,5/25/2021 16:00,2,,,,,,,
37,5/25/2021 16:24,2,,,,,,,
20,5/25/2021 16:48,4,,,,,,,
3,5/25/2021 17:12,2,,,,,,,
38,5/25/2021 17:36,3,,,,,,,
15,5/25/2021 18:00,1,,,,,,,
27,5/25/2021 18:24,4,,,,,,,
14,5/25/2021 18:48,3,,,,,,,
1,5/25/2021 19:12,2,,,,,,,
11,5/25/2021 19:36,1,,,,,,,
26,5/25/2021 20:00,4,,,,,,,
38,5/25/2021 20:24,4,,,,,,,
30,5/25/2021 20:48,1,,,,,,,
8,5/25/2021 21:12,1,,,,,,,
32,5/25/2021 21:36,4,,,,,,,
1,5/25/2021 22:00,3,,,,,,,
33,5/25/2021 22:24,3,,,,,,,
34,5/25/2021 22:48,3,,,,,,,
18,5/25/2021 23:12,1,,,,,,,
17,5/25/2021 23:36,1,,,,,,,
31,5/26/2021 0:00,4,,,,,,,
37,5/26/2021 0:24,2,,,,,,,
22,5/26/2021 0:48,1,,,,,,,
10,5/26/2021 1:12,1,,,,,,,
6,5/26/2021 1:36,2,,,,,,,
8,5/26/2021 2:00,4,,,,,,,
40,5/26/2021 2:24,3,,,,,,,
39,5/26/2021 2:48,1,,,,,,,
15,5/26/2021 3:12,3,,,,,,,
29,5/26/2021 3:36,2,,,,,,,
39,5/26/2021 4:00,2,,,,,,,
34,5/26/2021 4:24,3,,,,,,,
3,5/26/2021 4:48,3,,,,,,,
24,5/26/2021 5:12,3,,,,,,,
29,5/26/2021 5:36,4,,,,,,,
19,5/26/2021 6:00,3,,,,,,,
30,5/26/2021 6:24,2,,,,,,,
4,5/26/2021 6:48,3,,,,,,,
18,5/26/2021 7:12,4,,,,,,,
20,5/26/2021 7:36,2,,,,,,,
25,5/26/2021 8:00,3,,,,,,,
18,5/26/2021 8:24,2,,,,,,,
21,5/26/2021 8:48,4,,,,,,,
14,5/26/2021 9:12,4,,,,,,,
33,5/26/2021 9:36,4,,,,,,,
39,5/26/2021 10:00,4,,,,,,,
33,5/26/2021 10:24,1,,,,,,,
36,5/26/2021 10:48,1,,,,,,,
21,5/26/2021 11:12,3,,,,,,,
10,5/26/2021 11:36,1,,,,,,,
21,5/26/2021 12:00,3,,,,,,,
15,5/26/2021 12:24,2,,,,,,,
9,5/26/2021 12:48,3,,,,,,,
36,5/26/2021 13:12,4,,,,,,,
26,5/26/2021 13:36,2,,,,,,,
16,5/26/2021 14:00,3,,,,,,,
24,5/26/2021 14:24,4,,,,,,,
2,5/26/2021 14:48,1,,,,,,,
39,5/26/2021 15:12,1,,,,,,,
36,5/26/2021 15:36,3,,,,,,,
2,5/26/2021 16:00,2,,,,,,,
3,5/26/2021 16:24,1,,,,,,,
25,5/26/2021 16:48,2,,,,,,,
1,5/26/2021 17:12,3,,,,,,,
4,5/26/2021 17:36,4,,,,,,,
39,5/26/2021 18:00,4,,,,,,,
34,5/26/2021 18:24,1,,,,,,,
32,5/26/2021 18:48,3,,,,,,,
20,5/26/2021 19:12,3,,,,,,,
20,5/26/2021 19:36,1,,,,,,,
9,5/26/2021 20:00,2,,,,,,,
20,5/26/2021 20:24,3,,,,,,,
9,5/26/2021 20:48,4,,,,,,,
36,5/26/2021 21:12,3,,,,,,,
2,5/26/2021 21:36,3,,,,,,,
31,5/26/2021 22:00,4,,,,,,,
22,5/26/2021 22:24,3,,,,,,,
30,5/26/2021 22:48,1,,,,,,,
27,5/26/2021 23:12,4,,,,,,,
27,5/26/2021 23:36,1,,,,,,,
30,5/27/2021 0:00,1,,,,,,,
27,5/27/2021 0:24,1,,,,,,,
22,5/27/2021 0:48,1,,,,,,,
15,5/27/2021 1:12,2,,,,,,,
11,5/27/2021 1:36,2,,,,,,,
16,5/27/2021 2:00,4,,,,,,,
24,5/27/2021 2:24,1,,,,,,,
36,5/27/2021 2:48,2,,,,,,,
28,5/27/2021 3:12,3,,,,,,,
17,5/27/2021 3:36,1,,,,,,,
33,5/27/2021 4:00,2,,,,,,,
16,5/27/2021 4:24,3,,,,,,,
40,5/27/2021 4:48,3,,,,,,,
14,5/27/2021 5:12,3,,,,,,,
33,5/27/2021 5:36,4,,,,,,,
27,5/27/2021 6:00,3,,,,,,,
30,5/27/2021 6:24,4,,,,,,,
26,5/27/2021 6:48,1,,,,,,,
1,5/27/2021 7:12,2,,,,,,,
28,5/27/2021 7:36,1,,,,,,,
9,5/27/2021 8:00,3,,,,,,,
31,5/27/2021 8:24,3,,,,,,,
39,5/27/2021 8:48,4,,,,,,,
24,5/27/2021 9:12,1,,,,,,,
26,5/27/2021 9:36,1,,,,,,,
29,5/27/2021 10:00,2,,,,,,,
32,5/27/2021 10:24,4,,,,,,,
37,5/27/2021 10:48,2,,,,,,,
15,5/27/2021 11:12,1,,,,,,,
24,5/27/2021 11:36,2,,,,,,,
28,5/27/2021 12:00,3,,,,,,,
40,5/27/2021 12:24,1,,,,,,,
1,5/27/2021 12:48,4,,,,,,,
39,5/27/2021 13:12,4,,,,,,,
27,5/27/2021 13:36,4,,,,,,,
36,5/27/2021 14:00,4,,,,,,,
3,5/27/2021 14:24,2,,,,,,,
15,5/27/2021 14:48,4,,,,,,,
24,5/27/2021 15:12,3,,,,,,,
38,5/27/2021 15:36,3,,,,,,,
35,5/27/2021 16:00,2,,,,,,,
15,5/27/2021 16:24,2,,,,,,,
25,5/27/2021 16:48,3,,,,,,,
35,5/27/2021 17:12,2,,,,,,,
10,5/27/2021 17:36,3,,,,,,,
27,5/27/2021 18:00,4,,,,,,,
19,5/27/2021 18:24,2,,,,,,,
10,5/27/2021 18:48,4,,,,,,,
32,5/27/2021 19:12,4,,,,,,,
1,5/27/2021 19:36,2,,,,,,,
9,5/27/2021 20:00,1,,,,,,,
3,5/27/2021 20:24,3,,,,,,,
1,5/27/2021 20:48,1,,,,,,,
24,5/27/2021 21:12,2,,,,,,,
10,5/27/2021 21:36,2,,,,,,,
23,5/27/2021 22:00,1,,,,,,,
17,5/27/2021 22:24,3,,,,,,,
35,5/27/2021 22:48,4,,,,,,,
6,5/27/2021 23:12,3,,,,,,,
28,5/27/2021 23:36,3,,,,,,,
13,5/28/2021 0:00,1,,,,,,,
7,5/28/2021 0:24,3,,,,,,,
14,5/28/2021 0:48,4,,,,,,,
9,5/28/2021 1:12,3,,,,,,,
13,5/28/2021 1:36,2,,,,,,,
26,5/28/2021 2:00,2,,,,,,,
26,5/28/2021 2:24,2,,,,,,,
17,5/28/2021 2:48,1,,,,,,,
40,5/28/2021 3:12,2,,,,,,,
37,5/28/2021 3:36,3,,,,,,,
38,5/28/2021 4:00,3,,,,,,,
6,5/28/2021 4:24,1,,,,,,,
27,5/28/2021 4:48,3,,,,,,,
3,5/28/2021 5:12,4,,,,,,,
26,5/28/2021 5:36,3,,,,,,,
32,5/28/2021 6:00,1,,,,,,,
20,5/28/2021 6:24,1,,,,,,,
8,5/28/2021 6:48,3,,,,,,,
11,5/28/2021 7:12,2,,,,,,,
2,5/28/2021 7:36,4,,,,,,,
7,5/28/2021 8:00,2,,,,,,,
14,5/28/2021 8:24,2,,,,,,,
35,5/28/2021 8:48,4,,,,,,,
3,5/28/2021 9:12,3,,,,,,,
25,5/28/2021 9:36,1,,,,,,,
6,5/28/2021 10:00,1,,,,,,,
30,5/28/2021 10:24,4,,,,,,,
40,5/28/2021 10:48,4,,,,,,,
21,5/28/2021 11:12,4,,,,,,,
6,5/28/2021 11:36,2,,,,,,,
11,5/28/2021 12:00,4,,,,,,,
39,5/28/2021 12:24,3,,,,,,,
3,5/28/2021 12:48,2,,,,,,,
4,5/28/2021 13:12,4,,,,,,,
3,5/28/2021 13:36,2,,,,,,,
15,5/28/2021 14:00,2,,,,,,,
11,5/28/2021 14:24,1,,,,,,,
1,5/28/2021 14:48,4,,,,,,,
4,5/28/2021 15:12,3,,,,,,,
14,5/28/2021 15:36,1,,,,,,,
18,5/28/2021 16:00,3,,,,,,,
15,5/28/2021 16:24,3,,,,,,,
10,5/28/2021 16:48,4,,,,,,,
30,5/28/2021 17:12,3,,,,,,,
32,5/28/2021 17:36,3,,,,,,,
16,5/28/2021 18:00,2,,,,,,,
31,5/28/2021 18:24,2,,,,,,,
35,5/28/2021 18:48,3,,,,,,,
12,5/28/2021 19:12,4,,,,,,,
14,5/28/2021 19:36,3,,,,,,,
36,5/28/2021 20:00,4,,,,,,,
27,5/28/2021 20:24,4,,,,,,,
23,5/28/2021 20:48,4,,,,,,,
7,5/28/2021 21:12,4,,,,,,,
2,5/28/2021 21:36,3,,,,,,,
7,5/28/2021 22:00,3,,,,,,,
20,5/28/2021 22:24,1,,,,,,,
27,5/28/2021 22:48,1,,,,,,,
13,5/28/2021 23:12,3,,,,,,,
7,5/28/2021 23:36,2,,,,,,,
4,5/29/2021 0:00,2,,,,,,,
15,5/29/2021 0:24,1,,,,,,,
16,5/29/2021 0:48,3,,,,,,,
29,5/29/2021 1:12,4,,,,,,,
39,5/29/2021 1:36,1,,,,,,,
28,5/29/2021 2:00,2,,,,,,,
17,5/29/2021 2:24,4,,,,,,,
5,5/29/2021 2:48,2,,,,,,,
3,5/29/2021 3:12,1,,,,,,,
39,5/29/2021 3:36,3,,,,,,,
26,5/29/2021 4:00,2,,,,,,,
9,5/29/2021 4:24,3,,,,,,,
34,5/29/2021 4:48,2,,,,,,,
35,5/29/2021 5:12,4,,,,,,,
35,5/29/2021 5:36,1,,,,,,,
23,5/29/2021 6:00,1,,,,,,,
27,5/29/2021 6:24,4,,,,,,,
37,5/29/2021 6:48,2,,,,,,,
26,5/29/2021 7:12,3,,,,,,,
32,5/29/2021 7:36,1,,,,,,,
30,5/29/2021 8:00,3,,,,,,,
16,5/29/2021 8:24,1,,,,,,,
24,5/29/2021 8:48,3,,,,,,,
23,5/29/2021 9:12,1,,,,,,,
33,5/29/2021 9:36,3,,,,,,,
32,5/29/2021 10:00,4,,,,,,,
40,5/29/2021 10:24,3,,,,,,,
5,5/29/2021 10:48,3,,,,,,,
16,5/29/2021 11:12,4,,,,,,,
23,5/29/2021 11:36,2,,,,,,,
29,5/29/2021 12:00,2,,,,,,,
15,5/29/2021 12:24,4,,,,,,,
5,5/29/2021 12:48,2,,,,,,,
21,5/29/2021 13:12,4,,,,,,,
40,5/29/2021 13:36,2,,,,,,,
17,5/29/2021 14:00,4,,,,,,,
26,5/29/2021 14:24,2,,,,,,,
36,5/29/2021 14:48,4,,,,,,,
17,5/29/2021 15:12,1,,,,,,,
5,5/29/2021 15:36,1,,,,,,,
2,5/29/2021 16:00,3,,,,,,,
33,5/29/2021 16:24,3,,,,,,,
8,5/29/2021 16:48,4,,,,,,,
9,5/29/2021 17:12,1,,,,,,,
15,5/29/2021 17:36,4,,,,,,,
8,5/29/2021 18:00,1,,,,,,,
11,5/29/2021 18:24,4,,,,,,,
25,5/29/2021 18:48,2,,,,,,,
31,5/29/2021 19:12,1,,,,,,,
24,5/29/2021 19:36,3,,,,,,,
29,5/29/2021 20:00,1,,,,,,,
39,5/29/2021 20:24,4,,,,,,,
4,5/29/2021 20:48,1,,,,,,,
30,5/29/2021 21:12,1,,,,,,,
38,5/29/2021 21:36,2,,,,,,,
35,5/29/2021 22:00,1,,,,,,,
36,5/29/2021 22:24,2,,,,,,,
1,5/29/2021 22:48,2,,,,,,,
10,5/29/2021 23:12,2,,,,,,,
38,5/29/2021 23:36,1,,,,,,,
24,5/30/2021 0:00,2,,,,,,,
19,5/30/2021 0:24,4,,,,,,,
4,5/30/2021 0:48,1,,,,,,,
24,5/30/2021 1:12,1,,,,,,,
7,5/30/2021 1:36,1,,,,,,,
17,5/30/2021 2:00,2,,,,,,,
2,5/30/2021 2:24,2,,,,,,,
10,5/30/2021 2:48,1,,,,,,,
35,5/30/2021 3:12,2,,,,,,,
20,5/30/2021 3:36,1,,,,,,,
23,5/30/2021 4:00,3,,,,,,,
3,5/30/2021 4:24,1,,,,,,,
24,5/30/2021 4:48,1,,,,,,,
2,5/30/2021 5:12,2,,,,,,,
5,5/30/2021 5:36,3,,,,,,,
20,5/30/2021 6:00,1,,,,,,,
15,5/30/2021 6:24,3,,,,,,,
18,5/30/2021 6:48,4,,,,,,,
32,5/30/2021 7:12,3,,,,,,,
27,5/30/2021 7:36,3,,,,,,,
34,5/30/2021 8:00,2,,,,,,,
31,5/30/2021 8:24,1,,,,,,,
19,5/30/2021 8:48,2,,,,,,,
5,5/30/2021 9:12,2,,,,,,,
14,5/30/2021 9:36,3,,,,,,,
35,5/30/2021 10:00,4,,,,,,,
15,5/30/2021 10:24,2,,,,,,,
8,5/30/2021 10:48,3,,,,,,,
30,5/30/2021 11:12,2,,,,,,,
33,5/30/2021 11:36,4,,,,,,,
5,5/30/2021 12:00,2,,,,,,,
22,5/30/2021 12:24,3,,,,,,,
31,5/30/2021 12:48,2,,,,,,,
27,5/30/2021 13:12,3,,,,,,,
32,5/30/2021 13:36,2,,,,,,,
39,5/30/2021 14:00,4,,,,,,,
